id,Observation1,Observation2,Observation3,Observation4,Observation5,Observation6,Observation7,Observation8
Feature05825,246,185,152,171,848,923,818,887
Feature05826,848,707,250,222,2913,3133,1456,1540
Feature05827,0,0,0,0,0,0,0,2
Feature05828,0,0,0,0,0,0,0,0
Feature05829,87,56,113,121,276,253,552,533
Feature05830,12,12,27,24,55,51,107,86
Feature05831,303,295,94,93,745,940,427,568
Feature05832,17,14,14,18,49,81,75,52
Feature05833,0,0,0,0,0,0,0,0
Feature05834,3,3,0,0,13,3,4,4
Feature05835,0,0,0,0,0,2,2,6
Feature05836,483,478,359,401,1380,1558,1514,1554
Feature05837,0,0,0,0,0,0,0,0
Feature05838,0,0,0,0,0,0,0,0
Feature05839,239,207,128,101,1039,992,841,996
Feature05840,12,0,7,6,9,3,27,19
Feature05841,166,109,172,196,472,372,875,815
Feature05842,1,4,3,1,13,10,12,20
Feature05843,2019,1575,1854,2024,7616,6986,10392,12428
Feature05844,38,31,43,41,104,147,152,154
Feature05845,25,26,40,40,92,56,200,168
Feature05846,44,43,48,53,105,154,180,165
Feature05847,220,164,204,225,873,863,1171,1264
Feature05848,0,0,0,0,1,0,2,1
Feature05849,457,329,433,429,1264,1427,1638,1858
Feature05850,3,6,4,7,10,23,17,21
Feature05851,129,94,129,129,300,305,597,574
Feature05852,209,219,163,156,680,694,645,611
Feature05853,0,0,0,0,0,0,0,0
Feature05854,45,25,30,40,117,115,192,196
Feature05855,0,0,0,0,0,0,0,0
Feature05856,0,2,1,4,2,2,4,1
Feature05857,0,0,0,0,0,0,0,0
Feature05858,138,140,74,66,560,616,349,402
Feature05859,0,0,0,0,0,0,0,0
Feature05860,930,719,733,822,3490,3201,3557,4057
Feature05861,152,128,105,107,480,472,501,553
Feature05862,40,33,66,70,114,101,335,239
Feature05863,0,0,0,0,0,0,0,0
Feature05864,9525,8245,7020,6541,29124,30697,31375,34040
Feature05865,2666,2249,1724,1805,10086,10255,7565,8919
Feature05866,577,455,169,137,1503,1835,1020,1004
Feature05867,824,821,776,751,2284,2234,2919,2553
Feature05868,0,0,0,0,0,0,0,0
Feature05869,0,0,0,0,0,0,0,0
Feature05870,18,7,3,9,32,53,48,60
Feature05871,936,793,1042,1107,2923,2921,4761,4866
Feature05872,5,4,10,7,12,6,31,40
Feature05873,305,285,233,224,952,943,905,1018
Feature05874,502,385,451,515,1819,1824,2144,2316
Feature05875,1306,1314,1384,1377,4264,4208,6575,6114
Feature05876,122,115,200,188,436,426,730,637
Feature05877,0,0,0,0,0,0,0,0
Feature05878,0,0,0,2,6,17,11,6
Feature05879,0,0,0,0,0,0,0,0
Feature05880,0,0,0,0,0,0,0,0
Feature05881,604,648,684,620,1997,1910,2645,2434
Feature05882,106,56,76,95,278,273,351,341
Feature05883,0,0,0,0,0,0,0,0
Feature05884,22,17,37,32,63,49,136,152
Feature05885,1196,1047,1036,1130,3615,3654,4450,4249
Feature05886,0,0,0,0,0,0,0,0
Feature05887,2,2,1,1,10,24,2,4
Feature05888,49,21,41,44,91,85,158,164
Feature05889,4,5,1,1,39,24,15,21
Feature05890,168,143,183,172,549,537,688,732
Feature05891,129,97,89,91,378,313,353,346
Feature05892,308,208,231,184,951,940,893,1086
Feature05893,403,268,143,170,1478,1599,1538,1687
Feature05894,0,0,0,0,0,0,0,0
Feature05895,37,27,40,48,160,157,334,300
Feature05896,1181,955,1145,1232,4253,4105,5858,5795
Feature05897,0,0,0,0,0,0,0,0
Feature05898,3,2,6,1,3,0,11,8
Feature05899,1986,1520,1436,1440,7547,7519,7344,8258
Feature05900,3093,2810,2347,2425,9407,9793,10781,9694
Feature05901,0,0,0,0,0,1,0,0
Feature05902,19,16,17,22,87,52,158,145
Feature05903,452,463,579,635,1338,1209,2485,2008
Feature05904,154,132,139,145,518,539,492,545
Feature05905,567,452,315,315,1929,1914,1434,1809
Feature05906,0,0,0,0,0,0,0,0
Feature05907,14,6,9,12,27,26,70,36
Feature05908,1,1,0,0,0,1,4,1
Feature05909,73,55,94,90,167,158,264,221
Feature05910,0,0,0,0,0,0,0,0
Feature05911,2133,1734,763,755,6992,7556,4105,4951
Feature05912,0,0,0,0,0,0,1,1
Feature05913,47,54,121,138,150,122,549,325
Feature05914,0,0,0,0,0,0,0,0
Feature05915,0,0,0,0,3,1,3,1
Feature05916,12,14,21,19,40,43,82,83
Feature05917,0,0,0,0,0,0,0,0
Feature05918,4,1,0,5,14,15,9,14
Feature05919,1,3,6,3,7,3,37,26
Feature05920,0,0,0,1,1,0,1,4
Feature05921,160,120,92,77,654,629,512,706
Feature05922,459,307,377,415,1491,1553,1756,2065
Feature05923,1393,1415,946,915,4067,4071,4217,4521
Feature05924,465,320,407,419,1387,1519,1739,1836
Feature05925,80,69,84,87,247,288,320,273
Feature05926,635,499,383,374,2186,2306,2119,2444
Feature05927,37,29,64,55,119,92,229,203
Feature05928,0,0,0,0,0,0,0,0
Feature05929,644,554,665,685,2371,2428,3653,3282
Feature05930,193,154,189,227,712,685,1117,1086
Feature05931,144,133,162,154,464,591,762,679
Feature05932,5,4,3,4,25,17,15,12
Feature05933,129,124,141,141,292,336,535,461
Feature05934,24,25,77,93,84,49,266,217
Feature05935,0,0,0,0,0,0,0,0
Feature05936,951,786,687,747,3385,3431,3581,3874
Feature05937,4,6,16,16,11,15,64,63
Feature05938,1,2,1,2,14,12,5,4
Feature05939,0,0,0,0,0,0,0,0
Feature05940,30,23,35,40,82,89,124,125
Feature05941,490,452,465,434,1514,1554,1824,1775
Feature05942,39,47,46,50,175,110,173,145
Feature05943,12,5,18,13,27,24,103,135
Feature05944,13,15,31,40,72,59,100,106
Feature05945,0,0,0,0,0,0,0,0
Feature05946,168,163,166,164,418,488,702,556
Feature05947,124,119,76,86,303,326,259,296
Feature05948,0,0,0,0,0,0,0,0
Feature05949,0,0,0,0,0,0,0,0
Feature05950,124,91,127,136,383,408,561,657
Feature05951,131,91,246,274,571,422,1377,1482
Feature05952,216,211,275,265,633,606,1124,948
Feature05953,538,414,364,367,1779,1901,2077,2215
Feature05954,14,21,20,27,52,35,63,75
Feature05955,3,8,5,7,20,28,33,34
Feature05956,1143,1000,883,886,4665,4646,5511,6010
Feature05957,1529,1384,786,693,4918,4723,3191,3740
Feature05958,0,0,0,0,0,0,0,0
Feature05959,265,192,141,174,849,862,769,897
Feature05960,105,90,2204,2255,517,282,14744,17441
Feature05961,105,82,151,157,501,267,666,687
Feature05962,0,0,0,0,0,0,0,0
Feature05963,32,30,7,8,98,109,89,84
Feature05964,318,231,64,60,1315,1388,449,576
Feature05965,292,259,119,128,1032,1062,682,775
Feature05966,1413,1161,1518,1588,4384,4353,6423,5924
Feature05967,20,6,8,9,39,34,61,56
Feature05968,0,0,0,0,0,0,0,0
Feature05969,2604,2422,1876,1802,7171,8691,7459,7383
Feature05970,43,43,59,73,96,119,193,192
Feature05971,1045,851,497,415,3674,3830,2326,2669
Feature05972,14,15,27,34,39,38,157,143
Feature05973,25,30,32,40,142,115,178,160
Feature05974,0,0,0,0,0,0,0,0
Feature05975,166,160,162,159,493,516,596,620
Feature05976,48,36,19,17,165,205,162,193
Feature05977,0,0,0,0,0,0,0,0
Feature05978,0,0,0,0,0,0,0,0
Feature05979,100,70,116,132,235,221,368,374
Feature05980,1,0,1,0,0,1,15,13
Feature05981,454,421,423,499,1706,1527,2297,2307
Feature05982,5,5,2,4,29,32,34,27
Feature05983,161,121,29,29,860,838,233,314
Feature05984,55,42,98,88,228,150,429,356
Feature05985,170,184,142,143,485,552,654,553
Feature05986,784,768,703,711,2224,2369,3119,2711
Feature05987,406,338,645,740,1356,1060,2364,2286
Feature05988,0,0,0,0,0,0,0,0
Feature05989,2,0,4,4,0,2,1,3
Feature05990,845,735,463,479,2561,2861,2045,2400
Feature05991,0,0,0,0,0,0,0,0
Feature05992,198,146,234,259,581,544,998,956
Feature05993,1109,1152,1168,1087,3109,3120,4387,3914
Feature05994,673,615,203,166,2133,2125,858,1001
Feature05995,21,15,46,43,66,38,232,229
Feature05996,64,74,57,42,359,292,458,478
Feature05997,148,121,247,295,583,581,1125,983
Feature05998,77,53,103,116,177,202,434,310
Feature05999,66,58,44,39,312,264,300,244
Feature06000,41,38,36,39,159,180,217,189
Feature06001,194,175,193,214,645,575,1017,827
Feature06002,139,116,75,85,404,433,430,443
Feature06003,161,159,224,263,510,537,827,764
Feature06004,360,306,182,223,1090,1198,921,1030
Feature06005,0,0,0,0,0,0,0,0
Feature06006,18,21,27,20,45,54,107,74
Feature06007,1,1,0,0,4,2,3,8
Feature06008,511,494,534,516,1600,1745,2247,2260
Feature06009,5,2,11,7,12,26,34,31
Feature06010,4,0,12,15,9,5,36,24
Feature06011,113,102,91,121,432,477,569,670
Feature06012,247,224,346,391,786,796,1679,1637
Feature06013,71,49,65,57,207,200,254,218
Feature06014,0,0,0,0,0,0,0,0
Feature06015,0,1,0,0,1,0,0,0
Feature06016,138,142,239,244,423,374,901,665
Feature06017,121,72,110,164,378,330,676,620
Feature06018,0,1,1,2,6,3,5,4
Feature06019,327,263,185,124,1085,1107,885,1110
Feature06020,197,161,130,108,655,657,620,773
Feature06021,114,80,113,122,296,392,493,618
Feature06022,203,160,169,189,599,614,1000,913
Feature06023,0,0,0,0,0,0,0,0
Feature06024,62,55,134,176,231,151,910,739
Feature06025,127,118,23,38,299,426,138,156
Feature06026,931,739,285,324,3676,3727,2070,2677
Feature06027,11,13,11,14,46,43,60,45
Feature06028,0,0,0,0,0,0,0,0
Feature06029,3,2,1,0,3,5,1,2
Feature06030,19,22,50,48,77,84,235,210
Feature06031,164,138,298,358,625,443,1682,1456
Feature06032,4,9,10,5,25,25,34,41
Feature06033,1828,1657,1211,1137,5396,5822,4221,4135
Feature06034,4581,2734,4746,5416,17504,17782,27924,33876
Feature06035,75,77,118,142,205,161,463,394
Feature06036,899,915,904,946,2710,2784,4034,3417
Feature06037,383,328,216,222,1241,1142,1211,1375
Feature06038,437,345,394,377,1463,1474,1703,1913
Feature06039,140,155,250,275,392,434,774,648
Feature06040,114,85,145,162,589,425,1077,874
Feature06041,55,48,63,68,224,217,306,306
Feature06042,541,493,318,337,1536,1414,1336,1284
Feature06043,83,82,76,75,248,269,356,317
Feature06044,330,266,263,226,986,1099,1131,1172
Feature06045,12,10,5,2,29,39,19,22
Feature06046,0,0,0,0,1,1,1,0
Feature06047,91,86,126,125,317,286,568,487
Feature06048,0,0,0,0,0,0,0,0
Feature06049,25,34,22,27,119,100,109,140
Feature06050,0,0,0,0,0,0,0,0
Feature06051,0,0,0,0,0,0,0,0
Feature06052,5,6,4,7,25,20,25,37
Feature06053,9,10,43,25,7,3,215,112
Feature06054,508,475,938,1006,1955,1571,3660,3746
Feature06055,17,16,57,45,85,48,339,268
Feature06056,32,23,12,23,87,89,94,87
Feature06057,228,187,214,289,829,803,1485,1336
Feature06058,1,0,1,0,1,2,3,1
Feature06059,3,13,2,5,28,18,33,22
Feature06060,0,0,0,0,0,0,0,0
Feature06061,1,0,10,19,5,5,111,94
Feature06062,0,0,0,0,0,0,0,0
Feature06063,126,92,67,77,316,396,314,333
Feature06064,37,30,43,68,117,134,184,183
Feature06065,288,245,82,65,745,848,329,394
Feature06066,770,699,842,912,2561,2510,3427,3595
Feature06067,492,520,597,728,1269,1381,2508,2023
Feature06068,97,62,86,104,263,252,391,414
Feature06069,0,0,0,0,0,0,0,1
Feature06070,574,424,419,386,1865,2200,2233,2300
Feature06071,0,0,0,0,0,0,0,0
Feature06072,0,0,0,0,0,0,0,0
Feature06073,452,392,226,193,1362,1367,1107,1121
Feature06074,1642,1199,1469,1556,7323,6452,9374,10933
Feature06075,97,73,224,250,304,267,994,809
Feature06076,607,559,342,378,2139,2240,1950,2285
Feature06077,163,141,91,83,402,392,456,385
Feature06078,24,42,42,63,58,79,185,135
Feature06079,574,713,815,895,2406,1871,2827,2611
Feature06080,0,0,0,0,0,0,0,0
Feature06081,99,71,111,125,256,295,502,450
Feature06082,369,368,353,405,1193,1213,1569,1510
Feature06083,7,4,7,4,14,9,9,17
Feature06084,32,33,53,53,91,77,156,123
Feature06085,65,62,58,75,261,244,266,314
Feature06086,82,92,158,151,214,211,580,435
Feature06087,1242,934,1259,1393,4157,4079,5654,6236
Feature06088,254,233,231,251,771,759,1273,1226
Feature06089,8,13,25,24,30,45,86,50
Feature06090,31,32,11,4,187,257,27,46
Feature06091,129,140,139,136,427,437,573,589
Feature06092,0,0,0,0,0,0,0,0
Feature06093,66,53,92,99,211,205,326,322
Feature06094,31,24,22,34,80,89,117,121
Feature06095,74,68,195,243,409,268,1278,1024
Feature06096,124,144,96,84,322,436,308,324
Feature06097,57,31,95,71,188,159,267,248
Feature06098,2,0,0,0,0,1,0,0
Feature06099,451,412,447,466,1305,1278,2047,2053
Feature06100,91,110,212,222,425,371,1197,1197
Feature06101,157,155,205,192,463,513,961,875
Feature06102,0,0,0,0,0,0,0,0
Feature06103,724,653,490,469,2275,2448,2293,2390
Feature06104,0,0,0,0,0,0,1,0
Feature06105,1458,1336,871,967,4757,4210,3958,3571
Feature06106,265,241,137,155,882,909,833,873
Feature06107,412,391,506,451,821,1068,1531,1255
Feature06108,135,125,125,138,453,498,587,577
Feature06109,83,73,82,88,268,281,371,404
Feature06110,18,27,11,15,89,93,108,88
Feature06111,157,142,177,157,468,452,609,543
Feature06112,285,265,421,468,789,709,1913,1564
Feature06113,0,0,0,0,0,0,0,0
Feature06114,0,2,0,1,0,0,2,0
Feature06115,4,1,4,1,5,3,7,12
Feature06116,147,114,142,140,515,554,639,650
Feature06117,176,125,250,222,576,623,1269,1186
Feature06118,323,281,192,217,1129,1160,927,1112
Feature06119,1,1,2,0,4,4,9,8
Feature06120,362,271,205,192,1018,1153,974,962
Feature06121,1,1,2,0,2,1,3,2
Feature06122,129,122,103,131,297,377,500,360
Feature06123,11,6,48,40,39,23,168,134
Feature06124,1,0,0,0,4,1,2,5
Feature06125,72,52,130,159,253,206,607,569
Feature06126,127,121,133,171,381,424,480,427
Feature06127,131,131,177,143,355,368,798,601
Feature06128,0,0,0,0,0,0,0,0
Feature06129,303,259,144,137,754,783,560,616
Feature06130,257,215,204,222,889,928,1120,1260
Feature06131,39,42,52,74,185,187,466,379
Feature06132,137,103,178,212,708,326,984,677
Feature06133,854,885,1103,1204,2538,2426,4509,3691
Feature06134,0,0,0,0,0,0,0,0
Feature06135,0,0,0,0,0,0,1,0
Feature06136,243,209,198,147,778,672,710,741
Feature06137,1614,1245,1092,959,5525,5692,5769,6276
Feature06138,87,93,105,93,186,217,382,290
Feature06139,719,620,695,787,2315,2147,2670,2576
Feature06140,0,1,0,0,0,0,1,0
Feature06141,0,0,0,0,0,0,0,0
Feature06142,1,2,11,4,9,6,32,20
Feature06143,19,16,6,14,52,56,51,47
Feature06144,6093,4549,4180,4099,25006,25331,24404,28663
Feature06145,12,8,27,28,39,27,60,54
Feature06146,0,0,0,0,0,0,0,0
Feature06147,0,0,0,1,0,1,1,1
Feature06148,0,0,0,0,0,0,0,0
Feature06149,175,140,277,294,475,420,1432,1097
Feature06150,169,125,256,283,604,539,1463,1501
Feature06151,798,758,846,862,2597,2462,3381,3252
Feature06152,36,22,35,24,113,156,152,196
Feature06153,56,65,33,40,175,215,151,135
Feature06154,92,97,75,75,307,311,328,354
Feature06155,632,489,184,157,2371,1915,793,768
Feature06156,395,356,305,341,1695,1717,2223,2296
Feature06157,88,74,60,67,324,309,354,354
Feature06158,66,55,45,42,154,165,194,146
Feature06159,247,190,192,219,759,802,1528,1400
Feature06160,87,88,67,51,302,284,362,327
Feature06161,47,44,21,17,138,192,80,103
Feature06162,2,4,11,7,101,136,42,9
Feature06163,4,1,3,3,15,15,34,25
Feature06164,2,0,6,8,7,8,31,30
Feature06165,0,0,0,0,0,0,0,0
Feature06166,342,257,298,303,1177,1117,1688,1670
Feature06167,229,236,265,326,762,744,1180,1097
Feature06168,6,0,0,1,10,12,1,3
Feature06169,2,3,9,14,12,10,23,29
Feature06170,8,13,10,11,28,17,33,34
Feature06171,0,0,0,0,0,1,2,3
Feature06172,51,33,92,65,142,145,245,232
Feature06173,509,525,630,638,1625,1556,2389,2147
Feature06174,1,6,7,4,14,17,29,28
Feature06175,2,1,1,3,4,5,4,3
Feature06176,355,332,345,321,1083,1169,1376,1342
Feature06177,6,2,7,15,9,5,26,20
Feature06178,570,549,710,750,1787,1741,2590,2684
Feature06179,37,32,26,20,85,90,109,99
Feature06180,0,0,0,0,0,0,0,0
Feature06181,617,623,887,868,1831,1922,2837,2392
Feature06182,769,660,1044,1046,2342,2350,3903,3922
Feature06183,64,50,72,87,230,181,390,416
Feature06184,17,18,29,39,52,68,218,193
Feature06185,220,171,124,153,721,747,661,716
Feature06186,54,40,95,94,197,138,465,451
Feature06187,281,241,301,401,911,913,1469,1529
Feature06188,1,5,6,4,9,8,28,24
Feature06189,332,293,314,291,1158,1265,1528,1830
Feature06190,1267,1241,1819,1814,4838,4813,8261,7217
Feature06191,778,789,632,611,2401,2442,2723,2748
Feature06192,0,0,0,0,0,0,1,1
Feature06193,9,10,16,18,47,23,122,83
Feature06194,1237,1018,750,758,3954,3935,3582,4028
Feature06195,235,229,266,279,660,670,1059,808
Feature06196,76,58,84,82,295,267,493,455
Feature06197,0,0,0,0,0,0,0,0
Feature06198,0,0,0,0,0,0,5,2
Feature06199,254,267,480,482,797,767,1782,1598
Feature06200,0,0,0,0,0,0,0,0
Feature06201,260,296,486,537,1291,988,2481,2457
Feature06202,59,59,85,100,217,189,424,330
Feature06203,222,215,197,263,649,655,943,808
Feature06204,230,180,116,133,716,758,570,650
Feature06205,176,173,229,217,472,623,1016,882
Feature06206,1261,1069,840,851,4468,4938,5256,5416
Feature06207,333,314,361,300,815,807,1288,1118
Feature06208,44,36,28,36,102,131,136,133
Feature06209,505,495,279,282,1315,1408,1325,1252
Feature06210,0,0,0,1,1,0,3,3
Feature06211,1,1,3,1,5,15,4,11
Feature06212,618,535,585,651,1875,1915,2724,2862
Feature06213,115,113,168,155,418,460,547,623
Feature06214,773,747,807,817,1985,2043,2732,2365
Feature06215,93,102,40,50,293,308,241,256
Feature06216,5,1,0,1,2,3,4,3
Feature06217,0,0,0,0,0,0,1,0
Feature06218,36,51,72,64,107,103,223,214
Feature06219,525,381,539,566,1784,1440,3241,3845
Feature06220,3,4,0,4,12,14,11,13
Feature06221,268,260,248,268,845,848,1043,1059
Feature06222,62,58,175,205,238,191,920,789
Feature06223,414,393,213,235,1146,1274,914,888
Feature06224,1957,1637,1077,1000,8813,8459,7580,8783
Feature06225,67,67,90,92,203,219,441,396
Feature06226,6,2,7,10,17,14,32,44
Feature06227,212,236,252,313,715,644,869,799
Feature06228,1075,965,830,903,3514,3659,4299,4336
Feature06229,0,0,0,0,0,0,0,0
Feature06230,149,127,109,129,508,470,694,599
Feature06231,0,0,0,0,0,0,0,0
Feature06232,247,208,249,262,859,863,1108,1168
Feature06233,0,0,3,2,4,1,11,5
Feature06234,246,189,758,943,895,519,3788,3034
Feature06235,703,622,605,608,2447,2532,3077,3336
Feature06236,383,384,178,159,838,965,636,554
Feature06237,140,141,132,146,547,471,912,853
Feature06238,2,2,8,6,8,7,43,47
Feature06239,16,17,16,10,28,22,56,61
Feature06240,25,18,35,39,93,96,254,202
Feature06241,239,170,244,304,706,621,1563,1620
Feature06242,781,722,203,237,2341,2480,1102,1415
Feature06243,2,0,1,7,2,0,18,13
Feature06244,209,162,155,166,734,782,838,855
Feature06245,737,723,573,523,2026,2250,2308,2229
Feature06246,359,306,737,866,1369,938,4084,4255
Feature06247,20,12,32,31,43,49,95,76
Feature06248,12,12,25,22,70,30,82,55
Feature06249,4,5,16,4,23,9,30,24
Feature06250,68,74,163,137,311,212,998,730
Feature06251,34,28,46,37,95,114,277,266
Feature06252,619,563,508,490,1883,1985,2101,2315
Feature06253,2347,1829,2562,2938,7584,7359,12083,13082
Feature06254,48,64,52,57,151,183,309,272
Feature06255,507,409,536,596,1972,1984,3742,3654
Feature06256,0,0,0,0,0,0,0,0
Feature06257,2424,2113,1743,1890,7763,7936,8404,8223
Feature06258,6206,5214,2862,2728,21052,23286,15826,18667
Feature06259,72,88,95,88,246,242,306,287
Feature06260,142,129,155,152,433,393,666,657
Feature06261,398,360,249,254,959,1035,996,980
Feature06262,243,212,227,221,765,824,877,937
Feature06263,586,569,818,857,1539,1538,3674,2874
Feature06264,134,122,108,102,351,365,459,498
Feature06265,128,97,115,100,480,458,613,508
Feature06266,1569,1346,1972,1867,6440,6098,13372,13161
Feature06267,3,6,6,3,12,9,22,27
Feature06268,863,799,991,966,2808,2852,4405,4026
Feature06269,15,9,23,47,49,25,174,158
Feature06270,25,20,17,17,49,61,68,62
Feature06271,951,732,578,606,3457,3411,3511,4376
Feature06272,0,0,0,0,0,0,0,0
Feature06273,336,385,456,428,868,1083,1717,1545
Feature06274,0,0,0,0,0,0,0,0
Feature06275,685,568,974,975,2299,2121,4666,4629
Feature06276,19,22,9,17,52,71,160,100
Feature06277,13,16,0,1,62,96,14,8
Feature06278,129,111,107,112,343,432,501,514
Feature06279,405,375,503,523,1254,1135,2311,2082
Feature06280,25,19,4,2,65,85,17,30
Feature06281,27,27,36,30,73,68,116,96
Feature06282,1,0,0,1,1,0,1,3
Feature06283,2,2,9,5,16,7,29,35
Feature06284,158,95,243,290,428,215,1244,721
Feature06285,69,32,44,42,147,120,224,177
Feature06286,7,9,34,44,39,18,195,202
Feature06287,258,257,239,236,1062,926,1032,1113
Feature06288,1,0,4,1,3,6,6,3
Feature06289,0,0,0,2,0,0,1,1
Feature06290,0,1,0,0,0,3,2,1
Feature06291,2,1,1,5,2,7,5,16
Feature06292,218,215,235,252,492,571,882,709
Feature06293,1,0,13,10,9,8,33,21
Feature06294,1631,1452,1148,1124,5203,5393,5423,5923
Feature06295,0,1,5,6,2,1,51,42
Feature06296,57,31,46,35,174,167,152,193
Feature06297,14,11,5,10,40,40,40,57
Feature06298,3,2,1,3,6,5,9,15
Feature06299,471,398,319,291,1132,1404,1164,1212
Feature06300,24,30,30,22,80,98,122,85
Feature06301,39,29,29,49,139,130,160,187
Feature06302,217,203,178,165,750,846,763,978
Feature06303,0,0,0,0,0,0,0,0
Feature06304,626,433,269,255,1525,1822,1419,1606
Feature06305,488,485,762,735,1522,1571,4138,3314
Feature06306,1266,1258,859,881,3483,3781,3440,3303
Feature06307,94,108,187,202,353,348,705,621
Feature06308,214,167,85,72,1027,920,719,757
Feature06309,407,321,355,380,1472,1453,1669,1697
Feature06310,0,0,0,0,0,0,0,0
Feature06311,5,8,12,5,23,21,58,49
Feature06312,318,242,661,707,1056,781,3324,2607
Feature06313,55,44,68,70,127,124,345,287
Feature06314,203,222,148,155,538,668,668,633
Feature06315,0,0,0,0,0,0,0,0
Feature06316,342,267,116,108,1196,1287,761,864
Feature06317,0,0,0,0,0,0,0,2
Feature06318,27,15,40,36,48,55,102,111
Feature06319,1245,1143,2165,2178,3827,3819,10486,11643
Feature06320,9,7,13,17,38,18,61,35
Feature06321,14,14,33,29,68,58,164,129
Feature06322,37,26,14,19,154,134,161,143
Feature06323,5,5,28,26,18,14,162,176
Feature06324,398,328,506,530,1264,1309,2206,2285
Feature06325,15763,13407,13218,13553,57553,59276,71926,72264
Feature06326,199,164,184,165,611,680,920,851
Feature06327,56,42,49,71,151,150,217,238
Feature06328,56,50,78,98,256,243,471,411
Feature06329,0,0,0,0,1,0,0,0
Feature06330,0,0,0,0,0,1,0,0
Feature06331,14,19,4,3,23,27,17,26
Feature06332,37,43,39,36,122,103,181,193
Feature06333,34,23,21,43,93,107,158,167
Feature06334,4,5,3,2,15,12,22,15
Feature06335,1,0,0,0,0,0,2,7
Feature06336,1,1,0,3,9,4,10,9
Feature06337,15,15,4,7,29,39,12,17
Feature06338,2439,2160,811,831,6581,7246,3903,4262
Feature06339,0,0,0,0,0,0,0,0
Feature06340,188,156,218,212,512,470,1089,900
